FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,GISJOIN,Shape_Leng,Shape_Area,GISJOIN_1,STATE,COUNTY,NAME_E,TOT_POP,COLL_AGE,YNG_PROF,SENIOR,MED_AGE,R_WHITE,NON_WH,R_BLACK,R_NAT_A,R_ASIAN,R_PACIF,R_OTHER,R_2,R_2INCO,R_2_EXCO,TOT_WKRS,T0_9,T10_14,T15_19,T20_24,T25_29,T30_34,T35_44,T45_59,T60,DR_ALONE,CARPOOL,TRANSIT,TR0_9,TR10_14,TR15_19,TR20_24,TR25_29,TR30_34,TR35_44,TR45_59,TR60,WALK,TOT_HSHD,MED_INC,TPOP18,TOT_DIS,OC_UNITS,ZERO_VEH,Lat,Long,TOWN,Neighborhood,Place_Label,Town
55,25,25,91200,2,2.50251E+11,Block Group 2,G5030,S,124576,0,42.3147782,-71.0614723,G25002500912002,1835.590701,124575.3164,G25002500912002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 912, Suffolk County, Massachusetts",1566,103,597,57,27.9,464,1293,475,0,31,0,405,191,76,115,762,20,39,87,74,120,179,67,93,83,269,48,404,0,0,9,37,0,128,64,83,83,11,519,53375,1245,200,519,203,42.31477826,42.31477826,BOSTON,Dorchester,Dorchester,Boston
56,25,25,91200,3,2.50251E+11,Block Group 3,G5030,S,104106,0,42.3163157,-71.0642511,G25002500912003,1464.064487,104106.7669,G25002500912003,Massachusetts,Suffolk County,"Block Group 3, Census Tract 912, Suffolk County, Massachusetts",600,53,104,53,34.9,248,413,177,46,7,0,61,61,61,0,229,0,32,5,57,0,60,30,23,22,82,66,72,0,0,0,24,0,16,19,0,13,0,219,65694,455,71,219,110,42.31631567,42.31631567,BOSTON,Dorchester,Dorchester,Boston
57,25,25,91300,1,2.50251E+11,Block Group 1,G5030,S,105273,0,42.3193145,-71.0646522,G25002500913001,1473.626242,105273.5176,G25002500913001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 913, Suffolk County, Massachusetts",1579,148,327,123,32.8,287,1340,590,0,21,0,633,48,36,12,759,79,147,125,72,12,143,66,50,65,357,134,197,0,17,19,14,12,53,20,21,41,29,467,40982,1213,162,467,119,42.31931452,42.31931452,BOSTON,Dorchester,Dorchester,Boston
58,25,25,91400,2,2.50251E+11,Block Group 2,G5030,S,148720,0,42.3155418,-71.0712862,G25002500914002,2088.99236,148722.0465,G25002500914002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 914, Suffolk County, Massachusetts",1016,82,221,63,30.3,92,938,511,0,40,0,359,14,0,14,384,18,45,67,15,7,83,72,35,42,174,42,144,0,0,0,0,0,63,27,35,19,24,358,31818,730,114,358,162,42.31554181,42.31554181,BOSTON,Roxbury,Roxbury,Boston
59,25,25,91500,1,2.50251E+11,Block Group 1,G5030,S,164417,0,42.3126282,-71.0631441,G25002500915001,2327.313423,164417.4847,G25002500915001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 915, Suffolk County, Massachusetts",1909,124,492,113,35.3,270,1775,503,0,136,0,864,136,78,58,958,0,43,121,176,0,332,69,126,91,442,113,389,0,0,26,10,0,237,13,55,48,14,663,56844,1580,259,663,210,42.31262819,42.31262819,BOSTON,Dorchester,Dorchester,Boston
60,25,25,91500,2,2.50251E+11,Block Group 2,G5030,S,177353,0,42.3112249,-71.0659045,G25002500915002,1922.162629,177351.8924,G25002500915002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 915, Suffolk County, Massachusetts",1573,192,342,120,29.6,72,1625,547,0,276,0,554,124,40,84,674,85,52,82,159,44,87,54,54,57,337,88,196,0,0,0,57,0,44,20,28,47,43,560,38250,1259,149,560,140,42.31122489,42.31122489,BOSTON,Dorchester,Dorchester,Boston
61,25,25,91500,3,2.50251E+11,Block Group 3,G5030,S,62397,0,42.3092706,-71.0632427,G25002500915003,1299.8142,62396.30254,G25002500915003,Massachusetts,Suffolk County,"Block Group 3, Census Tract 915, Suffolk County, Massachusetts",1134,69,333,81,28.4,119,1067,492,22,9,0,440,52,10,42,474,15,18,19,64,34,80,75,31,138,196,27,201,0,0,0,37,0,18,47,0,99,18,345,36838,740,145,345,102,42.30927062,42.30927062,BOSTON,Dorchester,Dorchester,Boston
62,25,25,91600,1,2.50251E+11,Block Group 1,G5030,S,99085,0,42.306399,-71.0640412,G25002500916001,1576.634624,99084.87117,G25002500916001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 916, Suffolk County, Massachusetts",1426,187,225,96,35,249,1267,896,0,0,0,191,90,59,31,627,79,61,68,105,64,6,97,80,67,249,184,168,0,0,31,0,0,0,6,72,59,0,450,50962,1123,250,450,128,42.30639896,42.30639896,BOSTON,Dorchester,Dorchester,Boston
63,25,25,91600,2,2.50251E+11,Block Group 2,G5030,S,118082,0,42.3069292,-71.0607591,G25002500916002,1482.728202,118080.5379,G25002500916002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 916, Suffolk County, Massachusetts",1551,101,485,123,28,209,1342,630,0,459,0,253,0,0,0,718,0,21,214,146,112,16,98,60,51,402,0,253,0,0,0,0,79,16,86,21,51,63,393,40703,1143,240,393,121,42.30692918,42.30692918,BOSTON,Dorchester,Dorchester,Boston
64,25,25,91600,3,2.50251E+11,Block Group 3,G5030,S,95530,0,42.3045567,-71.0587634,G25002500916003,1763.040984,95529.99869,G25002500916003,Massachusetts,Suffolk County,"Block Group 3, Census Tract 916, Suffolk County, Massachusetts",376,10,40,100,44.4,47,329,162,0,151,0,16,0,0,0,77,0,0,0,16,0,21,20,7,13,40,0,30,0,0,0,0,0,7,10,0,13,7,204,15114,307,122,204,157,42.30455676,42.30455676,BOSTON,Dorchester,Dorchester,Boston
65,25,25,91700,3,2.50251E+11,Block Group 3,G5030,S,54173,0,42.3031036,-71.0692315,G25002500917003,1155.367548,54172.80389,G25002500917003,Massachusetts,Suffolk County,"Block Group 3, Census Tract 917, Suffolk County, Massachusetts",1186,38,132,102,35.3,42,1144,728,0,118,0,298,0,0,0,462,22,52,17,34,16,85,46,117,73,202,36,201,0,0,0,16,3,56,21,60,45,23,320,46048,781,218,320,88,42.30310356,42.30310356,BOSTON,Dorchester,Dorchester,Boston
66,25,25,91800,1,2.50251E+11,Block Group 1,G5030,S,154577,0,42.3089845,-71.0685274,G25002500918001,1671.353747,154577.4268,G25002500918001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 918, Suffolk County, Massachusetts",1366,151,264,148,32.8,221,1276,608,0,3,0,403,131,48,83,513,0,29,88,88,12,140,1,117,38,294,34,152,0,0,9,13,0,77,1,46,6,2,389,39353,1072,233,389,99,42.30898449,42.30898449,BOSTON,Dorchester,Dorchester,Boston
67,25,25,160502,3,2.50252E+11,Block Group 3,G5030,S,92411,0,42.3971583,-71.0264857,G25002501605023,1670.212417,92411.8406,G25002501605023,Massachusetts,Suffolk County,"Block Group 3, Census Tract 1605.02, Suffolk County, Massachusetts",1407,240,360,62,27,844,957,55,0,0,0,114,394,13,381,665,0,64,20,147,0,164,129,0,141,220,130,215,0,0,0,15,0,72,0,0,128,46,441,31793,1007,69,441,200,42.39715832,42.39715832,CHELSEA,,Chelsea,Chelsea
68,25,25,160501,2,2.50252E+11,Block Group 2,G5030,S,110967,0,42.3971457,-71.0298693,G25002501605012,1630.701356,110965.8655,G25002501605012,Massachusetts,Suffolk County,"Block Group 2, Census Tract 1605.01, Suffolk County, Massachusetts",941,105,202,58,35.1,599,534,150,0,0,0,0,192,41,151,503,108,163,29,24,58,59,45,6,11,231,145,29,0,0,0,0,0,12,0,6,11,37,363,31350,778,103,363,96,42.39714571,42.39714571,CHELSEA,,Chelsea,Chelsea
69,25,25,160501,1,2.50252E+11,Block Group 1,G5030,S,136199,0,42.3998808,-71.0353376,G25002501605011,1542.25786,136198.5872,G25002501605011,Massachusetts,Suffolk County,"Block Group 1, Census Tract 1605.01, Suffolk County, Massachusetts",1776,47,438,80,30.3,625,1985,29,0,29,0,259,834,27,807,728,36,132,43,118,30,182,21,78,88,307,181,178,0,0,0,55,0,74,0,7,42,7,522,43472,1124,134,522,78,42.39988079,42.39988079,CHELSEA,,Chelsea,Chelsea
70,25,25,160602,3,2.50252E+11,Block Group 3,G5030,S,158206,0,42.4109351,-71.03207,G25002501606023,1730.788686,158205.7378,G25002501606023,Massachusetts,Suffolk County,"Block Group 3, Census Tract 1606.02, Suffolk County, Massachusetts",548,25,121,78,38.6,346,287,80,0,37,0,0,85,0,85,305,47,50,21,35,10,58,18,22,44,207,20,78,0,0,0,10,0,22,0,22,24,0,233,53009,491,102,233,54,42.41093507,42.41093507,CHELSEA,,Chelsea,Chelsea
71,25,25,160602,4,2.50252E+11,Block Group 4,G5030,S,130906,0,42.4069439,-71.0285954,G25002501606024,1764.993259,130904.9873,G25002501606024,Massachusetts,Suffolk County,"Block Group 4, Census Tract 1606.02, Suffolk County, Massachusetts",897,70,174,46,19.3,341,911,50,0,0,0,151,355,29,326,234,11,81,13,12,0,48,0,43,26,91,10,100,0,0,0,0,0,38,0,36,26,0,274,18255,479,64,274,168,42.40694393,42.40694393,CHELSEA,,Chelsea,Chelsea
72,25,25,160601,1,2.50252E+11,Block Group 1,G5030,S,418468,1954,42.403928,-71.0255482,G25002501606011,3161.538345,420422.9348,G25002501606011,Massachusetts,Suffolk County,"Block Group 1, Census Tract 1606.01, Suffolk County, Massachusetts",2356,46,668,253,33.7,1211,1644,175,10,307,0,154,499,22,477,1098,37,196,100,194,36,254,165,47,69,666,128,250,0,0,0,0,14,62,129,17,28,25,920,47361,1797,292,920,273,42.40279662,42.40279662,CHELSEA,,Chelsea,Chelsea
73,25,25,160601,2,2.50252E+11,Block Group 2,G5030,S,240960,0,42.4011495,-71.0306727,G25002501606012,3046.067395,240958.2301,G25002501606012,Massachusetts,Suffolk County,"Block Group 2, Census Tract 1606.01, Suffolk County, Massachusetts",1915,22,397,263,34.5,967,1368,253,12,28,0,235,420,26,394,664,40,142,81,89,70,120,18,51,53,323,186,133,3,59,0,0,11,4,4,18,34,22,501,57125,1157,297,501,96,42.4011495,42.4011495,CHELSEA,,Chelsea,Chelsea
74,25,25,160602,1,2.50252E+11,Block Group 1,G5030,S,215626,0,42.4045715,-71.0358803,G25002501606021,2769.689509,215623.4377,G25002501606021,Massachusetts,Suffolk County,"Block Group 1, Census Tract 1606.02, Suffolk County, Massachusetts",1444,33,463,78,31.9,851,834,74,0,186,0,92,241,10,231,868,120,6,63,114,27,382,45,40,71,530,71,200,19,0,10,0,0,71,19,10,71,0,439,52319,1115,108,439,31,42.40457152,42.40457152,CHELSEA,,Chelsea,Chelsea
75,25,25,160602,2,2.50252E+11,Block Group 2,G5030,S,138311,0,42.4082031,-71.0339798,G25002501606022,1523.129868,138310.5382,G25002501606022,Massachusetts,Suffolk County,"Block Group 2, Census Tract 1606.02, Suffolk County, Massachusetts",678,116,84,84,43.9,489,274,0,0,79,0,25,85,0,85,417,11,39,55,11,12,183,38,41,27,243,63,111,0,0,0,0,0,64,15,5,27,0,274,72222,633,56,274,0,42.40820312,42.40820312,CHELSEA,,Chelsea,Chelsea
76,25,25,160602,5,2.50252E+11,Block Group 5,G5030,S,98791,0,42.4058707,-71.031302,G25002501606025,1389.46494,98791.31509,G25002501606025,Massachusetts,Suffolk County,"Block Group 5, Census Tract 1606.02, Suffolk County, Massachusetts",914,19,115,169,41.4,515,496,59,0,0,0,243,97,0,97,371,40,13,95,38,0,83,6,96,0,261,19,82,0,0,0,0,0,24,0,58,0,9,367,48548,668,158,367,34,42.40587066,42.40587066,CHELSEA,,Chelsea,Chelsea
77,25,25,170100,1,2.50252E+11,Block Group 1,G5030,S,275235,1955,42.4108528,-71.0252287,G25002501701001,3795.541682,277191.7046,G25002501701001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 1701, Suffolk County, Massachusetts",1246,30,194,296,47.9,1047,199,47,0,152,0,0,0,0,0,550,30,138,129,55,0,107,0,64,27,312,72,92,0,0,0,14,0,35,0,32,11,58,548,35714,1050,293,548,165,42.41011477,42.41011477,REVERE,,Revere,Revere
78,25,25,170100,2,2.50252E+11,Block Group 2,G5030,S,202926,0,42.4081734,-71.0214058,G25002501701002,3331.515771,202926.9667,G25002501701002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 1701, Suffolk County, Massachusetts",1281,42,426,105,29.3,612,669,158,22,57,0,432,0,0,0,672,99,76,0,36,63,165,52,89,92,368,79,180,0,0,0,0,53,16,9,61,41,45,396,47212,942,98,396,12,42.40817333,42.40817333,REVERE,,Revere,Revere
79,25,25,110401,2,2.50251E+11,Block Group 2,G5030,S,308729,0,42.2847323,-71.1228293,G25002501104012,2607.539409,308729.7877,G25002501104012,Massachusetts,Suffolk County,"Block Group 2, Census Tract 1104.01, Suffolk County, Massachusetts",2084,31,350,232,42.5,1126,981,625,11,231,0,68,23,0,23,1087,71,56,119,160,33,165,211,202,70,620,51,355,0,0,29,0,10,52,61,154,49,9,738,58750,1718,283,738,135,42.28473236,42.28473236,BOSTON,Roslindale,Roslindale,Boston
80,25,25,130100,5,2.50251E+11,Block Group 5,G5030,S,188380,0,42.2876239,-71.1687164,G25002501301005,1754.961559,188379.0722,G25002501301005,Massachusetts,Suffolk County,"Block Group 5, Census Tract 1301, Suffolk County, Massachusetts",788,18,242,100,31,699,89,0,0,0,0,89,0,0,0,405,17,0,31,18,40,120,42,81,56,338,0,60,0,0,0,0,0,0,0,18,42,0,351,75923,637,158,351,13,42.28762388,42.28762388,BOSTON,West Roxbury,West Roxbury,Boston
81,25,25,140106,2,2.50251E+11,Block Group 2,G5030,S,59365,0,42.2767409,-71.1366995,G25002501401062,978.8456569,59365.89596,G25002501401062,Massachusetts,Suffolk County,"Block Group 2, Census Tract 1401.06, Suffolk County, Massachusetts",443,37,41,93,37.5,169,274,232,13,3,0,26,0,0,0,144,7,2,0,15,0,25,7,34,54,43,20,70,0,0,0,0,0,0,0,31,39,11,191,20302,328,96,191,118,42.27674089,42.27674089,BOSTON,Roslindale,Roslindale,Boston
82,25,25,140202,1,2.50251E+11,Block Group 1,G5030,S,238151,0,42.2463814,-71.1231108,G25002501402021,2138.142777,238151.5384,G25002501402021,Massachusetts,Suffolk County,"Block Group 1, Census Tract 1402.02, Suffolk County, Massachusetts",1057,59,236,91,40.4,619,533,158,0,41,0,144,95,95,0,628,7,28,56,69,19,185,50,58,156,446,12,154,0,0,0,0,0,0,9,0,145,10,383,81635,847,64,383,32,42.24638138,42.24638138,BOSTON,Hyde Park,Hyde Park,Boston
83,25,25,802,3,2.5025E+11,Block Group 3,G5030,S,155235,0,42.357605,-71.1338814,G25002500008023,2087.188615,155237.3955,G25002500008023,Massachusetts,Suffolk County,"Block Group 3, Census Tract 8.02, Suffolk County, Massachusetts",1016,111,383,72,26.9,471,601,90,0,93,0,306,56,0,56,503,0,0,29,59,56,165,22,101,71,300,22,124,0,0,0,0,0,36,0,59,29,46,236,62083,782,83,236,21,42.35760496,42.35760496,BOSTON,Allston/Brighton,Allston/Brighton,Boston
84,25,25,802,4,2.5025E+11,Block Group 4,G5030,S,319744,0,42.3604365,-71.1272731,G25002500008024,2816.325848,319744.3401,G25002500008024,Massachusetts,Suffolk County,"Block Group 4, Census Tract 8.02, Suffolk County, Massachusetts",1705,137,615,217,35.3,1074,742,104,10,327,0,79,111,41,70,997,11,176,148,183,28,235,129,43,44,498,75,210,0,0,0,19,0,146,34,11,0,68,673,47708,1619,335,673,119,42.3604365,42.3604365,BOSTON,Allston/Brighton,Allston/Brighton,Boston
85,25,25,981501,1,2.5026E+11,Block Group 1,G5030,S,914904,1178905,42.3524288,-71.0878101,G25002509815011,24252.49931,2093812.754,G25002509815011,Massachusetts,Suffolk County,"Block Group 1, Census Tract 9815.01, Suffolk County, Massachusetts",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.35936447,42.35936447,CAMBRIDGE,Cambridgeport,Cambridgeport,Cambridge
86,25,25,10203,3,2.5025E+11,Block Group 3,G5030,S,67711,0,42.3420444,-71.0985767,G25002500102033,1144.346368,67710.26536,G25002500102033,Massachusetts,Suffolk County,"Block Group 3, Census Tract 102.03, Suffolk County, Massachusetts",1593,292,778,158,29.5,1267,326,118,8,131,0,69,0,0,0,835,83,93,65,211,173,110,76,21,3,95,7,230,0,0,40,37,21,80,28,21,3,430,1050,38412,1437,205,1050,706,42.34204444,42.34204444,BOSTON,Fenway/Kenmore,Fenway/Kenmore,Boston
87,25,25,91800,2,2.50251E+11,Block Group 2,G5030,S,89289,0,42.3073725,-71.069907,G25002500918002,1530.57463,89287.65124,G25002500918002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 918, Suffolk County, Massachusetts",1233,0,314,61,30.1,325,922,393,0,0,0,501,14,14,0,476,43,44,23,28,38,119,0,61,120,251,36,168,0,44,0,0,0,17,0,61,46,0,397,27902,765,85,397,172,42.30737252,42.30737252,BOSTON,Dorchester,Dorchester,Boston
88,25,25,91800,3,2.50251E+11,Block Group 3,G5030,S,188198,0,42.3060344,-71.0724399,G25002500918003,2071.395974,188196.7088,G25002500918003,Massachusetts,Suffolk County,"Block Group 3, Census Tract 918, Suffolk County, Massachusetts",1215,76,491,170,29.7,86,1167,1039,0,0,0,52,38,0,38,555,12,32,27,140,19,50,24,115,136,249,74,221,0,21,0,0,0,17,24,73,86,11,330,68167,1009,232,330,39,42.30603437,42.30603437,BOSTON,Dorchester,Dorchester,Boston
89,25,25,91900,1,2.50251E+11,Block Group 1,G5030,S,141178,0,42.3034931,-71.0747822,G25002500919001,1628.08778,141177.3404,G25002500919001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 919, Suffolk County, Massachusetts",988,77,259,58,29.3,42,980,693,17,0,0,202,34,14,20,423,56,38,25,101,0,79,49,43,32,260,0,124,0,0,0,0,0,36,49,17,22,39,287,43892,781,118,287,84,42.30349313,42.30349313,BOSTON,Dorchester,Dorchester,Boston
90,25,25,91900,3,2.50251E+11,Block Group 3,G5030,S,171800,0,42.2996067,-71.0773068,G25002500919003,1895.797291,171799.5565,G25002500919003,Massachusetts,Suffolk County,"Block Group 3, Census Tract 919, Suffolk County, Massachusetts",1367,173,234,171,36.5,115,1265,1037,0,0,0,202,13,0,13,576,27,18,23,65,6,188,31,95,123,180,19,377,0,0,0,20,0,143,31,68,115,0,508,29313,1129,277,508,260,42.29960673,42.29960673,BOSTON,Dorchester,Dorchester,Boston
91,25,25,91900,4,2.50251E+11,Block Group 4,G5030,S,69070,0,42.2977786,-71.074232,G25002500919004,1019.392375,69070.58124,G25002500919004,Massachusetts,Suffolk County,"Block Group 4, Census Tract 919, Suffolk County, Massachusetts",642,13,142,71,38.1,19,634,612,0,0,0,0,11,11,0,362,0,48,79,0,11,109,13,54,48,156,25,136,0,0,0,0,0,63,13,28,32,26,179,87768,488,65,179,34,42.29777863,42.29777863,BOSTON,Dorchester,Dorchester,Boston
92,25,25,92000,1,2.50251E+11,Block Group 1,G5030,S,120374,0,42.3013031,-71.0630323,G25002500920001,1604.844073,120375.5912,G25002500920001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 920, Suffolk County, Massachusetts",1440,163,285,124,32.2,97,1436,814,0,122,0,314,93,77,16,621,0,43,39,82,71,162,19,147,58,84,60,429,0,0,15,45,71,136,19,103,40,18,481,33063,1081,201,481,220,42.30130306,42.30130306,BOSTON,Dorchester,Dorchester,Boston
93,25,25,92000,2,2.50251E+11,Block Group 2,G5030,S,180677,0,42.2985129,-71.0674002,G25002500920002,2403.23318,180675.2789,G25002500920002,Massachusetts,Suffolk County,"Block Group 2, Census Tract 920, Suffolk County, Massachusetts",1653,58,453,145,31.3,94,1565,990,0,316,0,247,6,0,6,736,68,35,65,67,33,211,41,62,154,412,80,210,0,0,25,0,9,8,0,27,141,29,433,50972,1294,292,433,126,42.29851286,42.29851286,BOSTON,Dorchester,Dorchester,Boston
94,25,25,92000,3,2.50251E+11,Block Group 3,G5030,S,112771,0,42.2968863,-71.0717878,G25002500920003,2082.139246,112771.3146,G25002500920003,Massachusetts,Suffolk County,"Block Group 3, Census Tract 920, Suffolk County, Massachusetts",1171,108,361,131,27.6,391,803,650,13,0,0,94,23,0,23,547,0,20,47,45,8,180,112,24,111,147,45,355,0,9,26,8,0,86,91,24,111,0,308,46280,884,101,308,154,42.2986371,42.2986371,BOSTON,Dorchester,Dorchester,Boston
95,25,25,92000,4,2.50251E+11,Block Group 4,G5030,S,75916,0,42.301406,-71.0703352,G25002500920004,1250.392227,75916.17959,G25002500920004,Massachusetts,Suffolk County,"Block Group 4, Census Tract 920, Suffolk County, Massachusetts",1238,49,272,35,29,58,1226,1064,0,0,0,70,46,29,17,541,0,0,61,29,8,122,125,65,131,239,43,241,0,0,15,11,8,97,28,38,44,18,331,53988,807,176,331,134,42.30140602,42.30140602,BOSTON,Dorchester,Dorchester,Boston
96,25,25,92101,1,2.50251E+11,Block Group 1,G5030,S,180145,0,42.294788,-71.0524706,G25002500921011,2159.554103,180145.8338,G25002500921011,Massachusetts,Suffolk County,"Block Group 1, Census Tract 921.01, Suffolk County, Massachusetts",1503,48,261,157,37.9,555,948,294,0,551,0,103,0,0,0,789,4,88,84,18,27,191,178,166,33,320,105,289,0,45,0,0,0,85,87,39,33,75,475,75852,1230,220,475,122,42.29478802,42.29478802,BOSTON,Dorchester,Dorchester,Boston
97,25,25,92101,5,2.50251E+11,Block Group 5,G5030,S,212641,0,42.2947101,-71.0590446,G25002500921015,2068.104811,212642.4076,G25002500921015,Massachusetts,Suffolk County,"Block Group 5, Census Tract 921.01, Suffolk County, Massachusetts",2069,135,370,289,39.4,232,1851,680,0,778,0,365,14,0,14,899,44,0,149,136,53,193,160,78,86,466,81,293,0,0,0,0,0,63,66,78,86,59,672,45814,1617,296,672,208,42.29471013,42.29471013,BOSTON,Dorchester,Dorchester,Boston
98,25,25,92101,4,2.50251E+11,Block Group 4,G5030,S,227454,0,42.2979629,-71.0563418,G25002500921014,2235.441381,227453.9907,G25002500921014,Massachusetts,Suffolk County,"Block Group 4, Census Tract 921.01, Suffolk County, Massachusetts",859,0,189,97,43.6,331,545,47,0,428,0,36,17,0,17,402,18,15,11,98,72,51,13,112,12,216,47,99,0,0,0,37,17,0,0,45,0,40,409,56318,692,116,409,134,42.29796287,42.29796287,BOSTON,Dorchester,Dorchester,Boston
99,25,25,92101,2,2.50251E+11,Block Group 2,G5030,S,174657,0,42.3015088,-71.057751,G25002500921012,1824.045632,174658.4469,G25002500921012,Massachusetts,Suffolk County,"Block Group 2, Census Tract 921.01, Suffolk County, Massachusetts",1788,168,553,94,29.6,451,1682,264,0,571,0,157,345,0,345,884,94,24,13,46,65,336,68,157,81,447,91,206,0,0,0,0,29,28,68,0,81,140,444,50088,1350,445,444,94,42.3015088,42.3015088,BOSTON,Dorchester,Dorchester,Boston
100,25,25,92200,1,2.50251E+11,Block Group 1,G5030,S,195405,0,42.2975317,-71.0634178,G25002500922001,1821.600028,195404.1891,G25002500922001,Massachusetts,Suffolk County,"Block Group 1, Census Tract 922, Suffolk County, Massachusetts",1009,85,167,163,52.2,196,844,273,0,261,0,248,31,18,13,393,57,46,100,35,0,43,20,51,41,214,67,73,0,0,0,0,0,7,20,32,14,39,266,54861,913,228,266,49,42.29753169,42.29753169,BOSTON,Dorchester,Dorchester,Boston
101,25,25,170100,3,2.50252E+11,Block Group 3,G5030,S,300101,884,42.4065027,-71.0216163,G25002501701003,4076.189331,300985.1091,G25002501701003,Massachusetts,Suffolk County,"Block Group 3, Census Tract 1701, Suffolk County, Massachusetts",554,53,96,31,40,427,137,77,0,0,0,40,10,0,10,279,56,14,82,19,18,45,0,14,31,190,28,61,0,0,20,0,0,10,0,0,31,0,185,80313,456,80,185,27,42.40680354,42.40680354,REVERE,,Revere,Revere
102,25,25,170100,5,2.50252E+11,Block Group 5,G5030,S,192378,0,42.4139621,-71.0230678,G25002501701005,2173.658728,192378.6697,G25002501701005,Massachusetts,Suffolk County,"Block Group 5, Census Tract 1701, Suffolk County, Massachusetts",1581,14,263,251,38.2,1515,132,0,0,0,0,0,66,25,41,849,41,104,99,175,14,98,48,139,131,527,79,243,0,0,0,62,0,0,0,83,98,0,529,58750,1316,109,529,55,42.41396211,42.41396211,REVERE,,Revere,Revere
